ID,Link,Name,Rating,Price,Cuisines
251,https://www.swiggy.com/restaurants/vinnys-banashankari-bangalore-24756,Vinny&#39;s,4.3,800 for two,"Italian, Pizzas"
252,https://www.swiggy.com/restaurants/hotel-moon-light-kuvempu-road-malleshwaram-bangalore-382861,Hotel Moon Light,4.2,500 for two,"Indian, Chinese"
253,https://www.swiggy.com/restaurants/sweet-chariot-cafe-residency-road-ashok-nagar-bangalore-53608,Sweet Chariot Cafe,4.5,500 for two,Desserts
254,https://www.swiggy.com/restaurants/biriyani-mane-7th-block-jayanagar-bangalore-107684,Biriyani Mane,4.2,350 for two,"Chinese, South Indian"
255,https://www.swiggy.com/restaurants/hyderabad-biryani-hotel-sampige-road-malleshwaram-bangalore-123985,Hyderabad Biryani Hotel,4.2,500 for two,"Biryani, Chinese"
256,https://www.swiggy.com/restaurants/krishna-vaibhava-chord-road-vijayanagar-bangalore-297530,Krishna Vaibhava,4.3,250 for two,"Indian, Chinese"
257,https://www.swiggy.com/restaurants/karavali-family-restaurant-residency-road-brigade-road-bangalore-421765,Karavali Family Restaurant,4.1,200 for two,"Mangalorean, Seafood"
258,https://www.swiggy.com/restaurants/cantan-ashok-nagar-lavelle-road-bangalore-289969,Cantan,4.4,1000 for two,"Chinese, Asian"
259,https://www.swiggy.com/restaurants/millers-46-vasanth-nagar-bangalore-5908,Miller&#39;s 46,4.4,1100 for two,"American, Continental"
260,https://www.swiggy.com/restaurants/zed-the-baker-cunnigham-road-vasanth-nagar-bangalore-227560,Zed The Baker,4.3,500 for two,"Italian, Bakery"
261,https://www.swiggy.com/restaurants/kubo-1st-block-jayanagar-bangalore-469127,KUBO,4.1,1000 for two,"Japanese, Asian"
262,https://www.swiggy.com/restaurants/samipa-iyengar-bakery-2nd-phase-banashankari-bangalore-127818,Samipa Iyengar Bakery,4,150 for two,Bakery
263,https://www.swiggy.com/restaurants/pure-and-natural-7th-block-jayanagar-bangalore-3210,Pure &amp; Natural,4.1,450 for two,"Juices, Continental"
264,https://www.swiggy.com/restaurants/hotel-toms-restaurant-brigade-road-ashok-nagar-bangalore-10212,Hotel Tom&#39;s Restaurant,4.4,400 for two,"Mangalorean, Biryani"
265,https://www.swiggy.com/restaurants/mayura-1989-dr-raj-kumar-road-rajajinagar-bangalore-122795,Mayura 1989,4.2,900 for two,"Chinese, South Indian"
266,https://www.swiggy.com/restaurants/juice-junction-and-snacks-4th-t-block-east-jayanagar-bangalore-339998,Juice Junction &amp; Snacks,4.2,200 for two,"Snacks, Chinese"
267,https://www.swiggy.com/restaurants/south-holige-mane-2nd-stage-vijayanagar-bangalore-574493,South Holige Mane,4.6,200 for two,"South Indian, Snacks"
268,https://www.swiggy.com/restaurants/bmd-burgers-melts-dogs-premium-sandwiches-kaverappa-layout-cunningham-road-bangalore-352571,BMD - Burgers. Melts. Dogs : Premium Sandwiches,4,600 for two,"American, Healthy Food"
269,https://www.swiggy.com/restaurants/eden-park-cunningham-road-bangalore-29070,Eden Park,4.2,1000 for two,"Andhra, North Indian"
270,https://www.swiggy.com/restaurants/new-krishna-bhavan-gopika-a-c-sirur-park-road-malleshwaram-bangalore-54697,New Krishna Bhavan (Gopika A/C),4.4,300 for two,"South Indian, North Indian"
271,https://www.swiggy.com/restaurants/azukii-bistro-alfred-street-richmond-town-bangalore-337861,Azukii Bistro,4.6,1200 for two,"Japanese, Asian"
272,https://www.swiggy.com/restaurants/dbd-davangere-benne-dosa-govindarajanagar-vijayanagar-bangalore-291350,DBD-Davangere Benne Dosa,4.3,150 for two,South Indian
273,https://www.swiggy.com/restaurants/savi-sagar-srirampura-metro-station-rajajinagar-bangalore-37353,Savi Sagar,4.1,150 for two,"South Indian, North Indian"
274,https://www.swiggy.com/restaurants/uttara-karnatakadha-jolada-rotti-mattu-chapati-angadi-gandhi-bazaar-basavanagudi-bangalore-381553,Uttara karnatakadha Jolada rotti Mattu Chapati Angadi,4.2,100 for two,"South Indian, Snacks"
275,https://www.swiggy.com/restaurants/flying-kombucha-binnipete-bangalore-439729,Flying Kombucha,4.3,200 for two,"Healthy Food, Beverages"
276,https://www.swiggy.com/restaurants/m-s-sukhsagar-hotel-gandhinagar-gandhi-nagar-majestic-bangalore-120023,M/s. SUKHSAGAR HOTEL GANDHINAGAR,4.2,200 for two,North Indian
277,https://www.swiggy.com/restaurants/pabrais-fresh-and-naturelle-ice-creams-wood-street-brigade-road-bangalore-18977,Pabrai&#39;s Fresh and Naturelle Ice Creams,4.7,180 for two,"Ice Cream, Desserts"
278,https://www.swiggy.com/restaurants/lakshmi-sweets-and-chats-2nd-stage-banashankari-bangalore-331307,Lakshmi Sweets &amp; Chats,4.2,200 for two,"Chaat, Beverages"
279,https://www.swiggy.com/restaurants/saarangi-fine-dining-4th-block-jayanagar-bangalore-153743,Saarangi Fine Dining,4.3,250 for two,"Chinese, North Indian"
280,https://www.swiggy.com/restaurants/bucket-biryani-castle-street-ashok-nagar-bangalore-454692,Bucket Biryani,4.3,700 for two,"Biryani, North Indian"
281,https://www.swiggy.com/restaurants/davanagere-benne-dose-4th-block-jayanagar-bangalore-326125,Davanagere Benne Dose,4.2,120 for two,South Indian
282,https://www.swiggy.com/restaurants/the-rice-bowl-lavelle-road-bangalore-44238,The Rice Bowl,4.4,450 for two,Chinese
283,https://www.swiggy.com/restaurants/maiyas-restaurants-jayanagar-bangalore-17077,Maiyas Restaurants,4.3,250 for two,South Indian
284,https://www.swiggy.com/restaurants/galli-kitchen-2nd-stage-banashankari-bangalore-526823,Galli Kitchen,4.2,200 for two,"South Indian, Fast Food"
285,https://www.swiggy.com/restaurants/donne-biryani-palace-4th-block-jayanagar-bangalore-634490,Donne Biryani Palace,4.3,350 for two,"Biryani, Kebabs"
286,https://www.swiggy.com/restaurants/k-c-das-3rd-block-jayanagar-bangalore-396200,K C Das,4.2,100 for two,"Bakery, Sweets"
287,https://www.swiggy.com/restaurants/frosty-crumble-residency-road-ashok-nagar-bangalore-123889,Frosty Crumble,4.8,450 for two,"Desserts, Ice Cream"
288,https://www.swiggy.com/restaurants/ramji-chaiwale-residency-road-ashok-nagar-bangalore-59234,Ramji Chaiwale,4.2,100 for two,"Fast Food, Punjabi"
289,https://www.swiggy.com/restaurants/hatti-kaapi-coffee-and-more-4th-block-jayanagar-bangalore-27771,Hatti Kaapi - Coffee and more,4.4,50 for two,"Beverages, South Indian"
290,https://www.swiggy.com/restaurants/the-food-corner-millars-road-vasanth-nagar-bangalore-230143,The Food Corner,4.3,150 for two,"Chinese, North Indian"
291,https://www.swiggy.com/restaurants/o2-juice-bar-byrasandra-jayanagar-bangalore-730769,O2 Juice Bar,4.3,200 for two,"Juices, Beverages"
292,https://www.swiggy.com/restaurants/kaippunnyam-restaurant-brigade-road-ashok-nagar-bangalore-435046,Kaippunnyam Restaurant,4.2,300 for two,"Kerala, Seafood"
293,https://www.swiggy.com/restaurants/zoroy-luxury-chocolates-church-street-bangalore-167437,Zoroy Luxury Chocolates,4.2,400 for two,"Desserts, Bakery"
294,https://www.swiggy.com/restaurants/mystique-palate-4th-block-jayanagar-bangalore-49496,Mystique Palate,4.3,150 for two,Fast Food
295,https://www.swiggy.com/restaurants/bangalore-thindies-infantry-road-shivaji-nagar-bangalore-307554,Bangalore Thindies,4.2,80 for two,South Indian
296,https://www.swiggy.com/restaurants/maharaja-military-canteen-donne-biryani-cunnigham-road-vasanth-nagar-bangalore-402621,Maharaja Military Canteen - Donne Biryani,4.1,300 for two,"Biryani, South Indian"
297,https://www.swiggy.com/restaurants/barbecue-by-punjab-grill-mantri-square-malleshwaram-bangalore-425927,Barbecue by Punjab Grill,4,900 for two,"North Indian, Kebabs"
298,https://www.swiggy.com/restaurants/kabab-korner-ashok-nagar-st-marks-road-bangalore-6115,Kabab Korner,4.5,500 for two,"North Indian, Chinese"
299,https://www.swiggy.com/restaurants/pizza-stop-lavelle-road-bangalore-11250,Pizza Stop,4,400 for two,"Italian, Pizzas"
300,https://www.swiggy.com/restaurants/itc-gardenia-flavours-residency-road-ashok-nagar-bangalore-281885,ITC Gardenia - Flavours,4.1,1000 for two,"Indian, Continental"
301,https://www.swiggy.com/restaurants/sly-granny-forum-rex-walk-mall-shanthinagara-bangalore-665768,Sly Granny,4.3,1000 for two,"American, Pizzas"
302,https://www.swiggy.com/restaurants/donne-biryani-house-sampige-road-malleshwaram-bangalore-32738,Donne Biryani House,4,300 for two,"Biryani, South Indian"
303,https://www.swiggy.com/restaurants/itc-gardenia-gourmet-couch-residency-road-ashok-nagar-bangalore-294450,ITC Gardenia -Gourmet Couch,4.3,1000 for two,"Japanese, North Indian"
304,https://www.swiggy.com/restaurants/karnataka-biryani-point-ln-puram-rajajinagar-bangalore-115437,Karnataka biryani point,4,250 for two,"Biryani, Kebabs"
305,https://www.swiggy.com/restaurants/ice-fort-hoshalli-extension-vijayanagar-bangalore-208542,Ice Fort,4,150 for two,Ice Cream
306,https://www.swiggy.com/restaurants/slv-refereshments-3rd-stage-banashankari-bangalore-396486,SLV Refereshments,4.4,100 for two,South Indian
307,https://www.swiggy.com/restaurants/varanasi-cafe-lassi-ghat-4th-block-jayanagar-bangalore-369617,Varanasi Cafe (Lassi Ghat),4.1,200 for two,Beverages
308,https://www.swiggy.com/restaurants/chinese-hot-millars-road-vasanth-nagar-bangalore-350064,Chinese Hot,4.3,350 for two,"Chinese, Thai"
309,https://www.swiggy.com/restaurants/hotel-green-tara-brigade-road-ashok-nagar-bangalore-439381,Hotel Green Tara,4.4,300 for two,"Chinese, Tibetan"
310,https://www.swiggy.com/restaurants/hoppipola-church-street-bangalore-23093,Hoppipola,4.4,600 for two,"Salads, Pizzas"
311,https://www.swiggy.com/restaurants/itc-windsor-biryani-and-pulao-collection-vasanth-nagar-golf-course-road-bangalore-334997,ITC Windsor - Biryani and Pulao Collection,4.3,1000 for two,"Biryani, North Indian"
312,https://www.swiggy.com/restaurants/gowhey-healthy-dessert-company-albert-victor-road-chamrajpet-bangalore-346434,Gowhey- Healthy Dessert Company,4.3,200 for two,"Desserts, Ice Cream"
313,https://www.swiggy.com/restaurants/candy-cloud-factory-kavi-lakshmisha-road-basavanagudi-bangalore-655570,Candy Cloud Factory,4.5,450 for two,"Sweets, Waffle"
314,https://www.swiggy.com/restaurants/bangarapet-bhel-house-raghavendra-colony-basavanagudi-bangalore-373794,Bangarapet bhel house,4.1,110 for two,"Indian, Snacks"
315,https://www.swiggy.com/restaurants/hotel-chandrika-cunnigham-road-vasanth-nagar-bangalore-10844,Hotel Chandrika,4.3,300 for two,"South Indian, North Indian"
316,https://www.swiggy.com/restaurants/india-chai-lounge-millars-road-vasanth-nagar-bangalore-389139,India Chai Lounge,4.5,250 for two,Beverages
317,https://www.swiggy.com/restaurants/brahmishree-nandi-grand-rpc-layout-vijayanagar-bangalore-625785,Brahmishree Nandi Grand,4.4,250 for two,"North Indian, Chinese"
318,https://www.swiggy.com/restaurants/om-sri-vinayaka-chats-srinivasnagar-banashankari-bangalore-408549,Om Sri Vinayaka Chats,4.1,100 for two,Chaat
319,https://www.swiggy.com/restaurants/airlines-hotel-ashok-nagar-lavelle-road-bangalore-79234,Airlines Hotel,4.5,400 for two,"South Indian, North Indian"
320,https://www.swiggy.com/restaurants/momonest-22nd-cross-banashankari-bangalore-732498,MomoNest,4.1,250 for two,Chinese
321,https://www.swiggy.com/restaurants/jmv-condiments-anepalya-audgodi-bangalore-492181,Jmv Condiments,4.5,200 for two,Snacks
322,https://www.swiggy.com/restaurants/biryani-blues-church-street-ashok-nagar-bangalore-439141,Biryani Blues,4.2,400 for two,"Biryani, Kebabs"
323,https://www.swiggy.com/restaurants/rolls-mania-church-street-st-marks-road-bangalore-55438,Rolls Mania,4,200 for two,Indian
324,https://www.swiggy.com/restaurants/abubakar-siddiq-hotel-mohammedan-block-malleswaram-bangalore-345281,Abubakar Siddiq Hotel,4.3,300 for two,"Indian, Chinese"
325,https://www.swiggy.com/restaurants/roomali-church-street-ashok-nagar-bangalore-2840,Roomali,4.3,1000 for two,"North Indian, Indian"
326,https://www.swiggy.com/restaurants/tottos-pizza-shanthala-nagar-ashok-nagar-bangalore-406845,Tottos pizza,4.2,500 for two,"Continental, Italian"
327,https://www.swiggy.com/restaurants/ketogenic-foods-cunnigham-road-vasanth-nagar-bangalore-231740,Ketogenic Foods,4.3,1200 for two,"Continental, Desserts"
328,https://www.swiggy.com/restaurants/mudpipe-cafe-cunningham-road-bangalore-14842,Mudpipe Cafe,4.4,500 for two,"Mexican, Continental"
329,https://www.swiggy.com/restaurants/green-theory-shanthala-nagar-richmond-town-bangalore-2856,Green Theory,4.2,1000 for two,"Italian, Continental"
330,https://www.swiggy.com/restaurants/suzy-q-cunningham-road-bangalore-396108,Suzy Q,4.2,800 for two,"Indian, Continental"
331,https://www.swiggy.com/restaurants/raahi-st-marks-road-bangalore-292262,Raahi,4.1,500 for two,Indian
332,https://www.swiggy.com/restaurants/anjappar-brigade-road-bangalore-252412,Anjappar,4.1,400 for two,"Chettinad, Thalis"
333,https://www.swiggy.com/restaurants/dragons-belly-thyagaraja-nagar-banashankari-bangalore-660186,Dragon&#39;s Belly,4,250 for two,"Chinese, Pan-Asian"
334,https://www.swiggy.com/restaurants/new-samrat-restaurant-sc-road-seshadripuram-bangalore-411998,New Samrat Restaurant,4.3,150 for two,"South Indian, North Indian"
335,https://www.swiggy.com/restaurants/kavali-hotel-3rd-stage-banashankari-bangalore-163519,Kavali Hotel,4.3,250 for two,South Indian
336,https://www.swiggy.com/restaurants/cafe-morish-richmond-building-richmond-road-bangalore-63082,Cafe Mor&#39;ish,4.5,500 for two,"Continental, American"
337,https://www.swiggy.com/restaurants/venezia-7th-block-jayanagar-bangalore-516747,Venezia,4.3,1000 for two,"Italian, Mexican"
338,https://www.swiggy.com/restaurants/sri-sai-chats-bangarpet-chats-new-diagonal-rd-jayanagar-bangalore-720488,Sri Sai Chats Bangarpet Chats,4.4,100 for two,Street Food
339,https://www.swiggy.com/restaurants/hotel-vrindavan-1stu-main-r-p-c-layout-vijayanagar-bangalore-733172,HOTEL VRINDAVAN,4.3,500 for two,"South Indian, Chinese"
340,https://www.swiggy.com/restaurants/n-r-donne-biriyani-1st-block-jayanagar-bangalore-531344,N R Donne Biriyani,4.2,250 for two,"Biryani, South Indian"
341,https://www.swiggy.com/restaurants/virinchi-cafe-residency-road-ashok-nagar-bangalore-471009,Virinchi Cafe,4.3,250 for two,South Indian
342,https://www.swiggy.com/restaurants/hotel-udupi-ruchi-5th-block-rajajinagar-bangalore-42739,Hotel Udupi Ruchi,4.1,300 for two,"South Indian, Chinese"
343,https://www.swiggy.com/restaurants/kuuraku-shanthala-nagar-ashok-nagar-bangalore-634916,Kuuraku,4.3,2000 for two,"Japanese, Sushi"
344,https://www.swiggy.com/restaurants/brassa-shanthala-nagar-st-marks-road-bangalore-662616,Brassa,4.1,1700 for two,"Mexican, Japanese"
345,https://www.swiggy.com/restaurants/bakeshop-by-living-food-bannergatta-main-road-brigade-road-bangalore-623019,Bakeshop by Living Food,4.4,300 for two,Bakery
346,https://www.swiggy.com/restaurants/desserted-8th-main-road-vasanth-nagar-bangalore-415086,Desserted,4.4,600 for two,"Beverages, Snacks"
347,https://www.swiggy.com/restaurants/navya-samrat-infantry-road-ashok-nagar-bangalore-633113,Navya Samrat,4.1,500 for two,"North Indian, South Indian"
348,https://www.swiggy.com/restaurants/chinese-wok-and-grill-2nd-stage-banashankari-bangalore-621704,Chinese Wok &amp; Grill,4.2,250 for two,"Chinese, Pan-Asian"
349,https://www.swiggy.com/restaurants/namma-biriyani-3rd-stage-banashankari-bangalore-129052,Namma Biriyani,4.3,300 for two,"Indian, Chinese"
350,https://www.swiggy.com/restaurants/shangrila-restaurant-ashok-nagar-brigade-road-bangalore-457740,Shangrila Restaurant ,4.1,500 for two,"Chinese, Beverages"
351,https://www.swiggy.com/restaurants/bhagyalakshmi-butter-gulkand-stores-sampige-road-malleshwaram-bangalore-586843,Bhagyalakshmi Butter Gulkand Stores,4.7,200 for two,Desserts
352,https://www.swiggy.com/restaurants/little-white-kitchen-brigade-road-ashok-nagar-bangalore-62112,Little White Kitchen,4.5,300 for two,"Chinese, Continental"
353,https://www.swiggy.com/restaurants/1522-the-pub-residency-road-residency-road-bangalore-335844,1522 The Pub - Residency Road,4.3,600 for two,"Chinese, Coastal"
354,https://www.swiggy.com/restaurants/baha-shanthala-nagar-sampangi-rama-nagara-bangalore-333296,BaHa,4.9,400 for two,"Lebanese, Mediterranean"
355,https://www.swiggy.com/restaurants/halli-mane-malleshwaram-bangalore-6400,Halli Mane,4.1,200 for two,"South Indian, North Indian"
356,https://www.swiggy.com/restaurants/cafe-azzure-mg-road-bangalore-43206,Cafe Azzure,4.1,1000 for two,"American, Italian"
357,https://www.swiggy.com/restaurants/sgs-nonveg-gundu-palav-balepet-sowrashtrapet-majestic-bangalore-433950,SGS Nonveg Gundu Palav (Balepet),4.5,500 for two,"South Indian, Biryani"
358,https://www.swiggy.com/restaurants/new-modern-hotel-parvathipuram-basavanagudi-bangalore-501190,New Modern Hotel,4.6,300 for two,South Indian
359,https://www.swiggy.com/restaurants/biryani-trip-destination-hyderabad-hare-krishna-road-seshadripuram-bangalore-502855,Biryani Trip - Destination Hyderabad,4,180 for two,"Fast Food, Snacks"
360,https://www.swiggy.com/restaurants/aligarh-house-mughlai-biryani-ali-asker-road-cunningham-road-bangalore-393108,Aligarh House -Mughlai Biryani,4.1,400 for two,"Biryani, Mughlai"
361,https://www.swiggy.com/restaurants/donburi-aga-abdullah-street-richmond-town-bangalore-469048,DonBuri,4,250 for two,"Continental, Chinese"
362,https://www.swiggy.com/restaurants/tea-villa-cafe-jayanagar-bangalore-107695,Tea Villa Cafe,4.1,1000 for two,"Chinese, Continental"
363,https://www.swiggy.com/restaurants/smoodies-by-eatfit-vasantha-nagar-central-bangalore-bangalore-661062,Smoodies by EatFit,4.8,270 for two,"Beverages, Juices"
364,https://www.swiggy.com/restaurants/ghee-tadka-khichdi-shivananda-circle-seshadripuram-bangalore-518343,Ghee Tadka Khichdi,4.3,300 for two,"Indian, Home Food"
365,https://www.swiggy.com/restaurants/big-bites-hare-krishna-road-seshadripuram-bangalore-505897,Big Bites,4.2,400 for two,"Fast Food, Snacks"
366,https://www.swiggy.com/restaurants/shakespert-2nd-stage-banashankari-bangalore-298898,Shakespert,4.4,500 for two,"Beverages, Snacks"
367,https://www.swiggy.com/restaurants/new-ambur-special-dum-biriyani-agrahara-rajajinagar-bangalore-488135,New Ambur Special Dum Biriyani,4,300 for two,"Biryani, North Indian"
368,https://www.swiggy.com/restaurants/vegan-kitchen-cunnigham-road-vasanth-nagar-bangalore-231946,Vegan kitchen,4.3,600 for two,"Continental, Italian"
369,https://www.swiggy.com/restaurants/melts-sampige-road-malleshwaram-bangalore-514081,Melts,4.2,500 for two,"Tex-Mex, Pizzas"
370,https://www.swiggy.com/restaurants/bombay-borough-ashok-nagar-bangalore-465939,Bombay Borough,4.1,900 for two,Indian
371,https://www.swiggy.com/restaurants/thenga-manga-brigade-road-central-bangalore-bangalore-748103,Thenga Manga,4,500 for two,"North Indian, Chinese"
372,https://www.swiggy.com/restaurants/dyce-4th-block-jayanagar-bangalore-610237,Dyce,4,500 for two,"Continental, Italian"
373,https://www.swiggy.com/restaurants/hotel-ocea-markham-road-brigade-road-bangalore-52336,Hotel Ocea,4.4,300 for two,"Arabian, Chinese"
374,https://www.swiggy.com/restaurants/asian-curry-house-mantri-square-mall-malleshwaram-bangalore-720471,Asian Curry House,4.5,1300 for two,"Chinese, Oriental"
375,https://www.swiggy.com/restaurants/bilquees-home-kitchen-shivaji-nagar-central-bangalore-bangalore-735382,Bilquees home kitchen,5,500 for two,Snacks
