ID,Link,Name,Rating,Price,Cuisines
376,https://www.swiggy.com/restaurants/brew-meister-4th-block-jayanagar-bangalore-602770,Brew Meister,4.2,600 for two,"North Indian, South Indian"
377,https://www.swiggy.com/restaurants/ragoos-5th-b-main-k-r-road-bangalore-1540,Ragoo&#39;s,4.1,800 for two,"Italian, Pizzas"
378,https://www.swiggy.com/restaurants/indian-maharaj-bheemanna-garden-shanti-nagar-bangalore-699939,Indian Maharaj,4.6,500 for two,"Snacks, Desserts"
379,https://www.swiggy.com/restaurants/flavorville-kavi-lakshmisha-rd-basavanagudi-bangalore-654971,FlavorVille,4.6,450 for two,"North Indian, Chinese"
380,https://www.swiggy.com/restaurants/peppy-parathas-and-rolls-by-chai-point-2nd-stage-banashankari-bangalore-481820,Peppy Parathas &amp; Rolls By Chai Point,4.2,150 for two,"Bakery, Beverages"
381,https://www.swiggy.com/restaurants/pavman-2nd-block-rajajinagar-bangalore-549586,PavMan,4.3,200 for two,Snacks
382,https://www.swiggy.com/restaurants/apna-ghar-lakshmisha-road-jayanagar-bangalore-405430,Apna Ghar,4.1,200 for two,"Punjabi, North Indian"
383,https://www.swiggy.com/restaurants/udupi-sri-krishna-vaibhava-6th-block-jayanagar-bangalore-485614,Udupi Sri Krishna Vaibhava,4.1,150 for two,"South Indian, Chinese"
384,https://www.swiggy.com/restaurants/manchurian-corner-kavi-lakshmisha-road-basavanagudi-bangalore-398062,Manchurian Corner,4.2,300 for two,"Chinese, Indian"
385,https://www.swiggy.com/restaurants/food-paradise-sirur-park-road-seshadripuram-bangalore-5221,Food Paradise,4,250 for two,"Mughlai, North Indian"
386,https://www.swiggy.com/restaurants/hotel-raghavendra-prasanna-chikkapete-city-market-bangalore-315796,Hotel Raghavendra Prasanna,4.7,200 for two,"Beverages, South Indian"
387,https://www.swiggy.com/restaurants/brown-burger-co-jayanagar-jayanagar-bangalore-422674,Brown Burger Co Jayanagar,4.4,199 for two,Beverages
388,https://www.swiggy.com/restaurants/chinese-culinaire-joniawas-banashankari-bangalore-707371,Chinese Culinaire,4.1,250 for two,"Chinese, Pan-Asian"
389,https://www.swiggy.com/restaurants/kaapi-kendra-siddanna-layout-banashankari-bangalore-415233,Kaapi Kendra,4.2,100 for two,South Indian
390,https://www.swiggy.com/restaurants/sicilia-pont-italian-restaurant-5th-block-rajajinagar-bangalore-343594,Sicilia Pont (Italian Restaurant ),4.4,300 for two,"Pizzas, Italian"
391,https://www.swiggy.com/restaurants/drunken-monkey-rajajinagar-3rd-block-rajajinagar-bangalore-538037,Drunken Monkey Rajajinagar,4.1,300 for two,"Healthy Food, Beverages"
392,https://www.swiggy.com/restaurants/simple-thindies-1st-stage-banashankari-bangalore-389651,Simple Thindies,4.3,200 for two,"South Indian, Snacks"
393,https://www.swiggy.com/restaurants/south-ruchi-magadi-road-bangalore-32754,South Ruchi,4.3,250 for two,"North Indian, South Indian"
394,https://www.swiggy.com/restaurants/rcb-bar-and-cafe-church-street-bangalore-358622,RCB Bar &amp; Cafe,4,750 for two,"Indian, Asian"
395,https://www.swiggy.com/restaurants/kalmane-koffees-mantri-square-mall-malleshwaram-bangalore-306701,Kalmane Koffees,5,350 for two,"Continental, Cafe"
396,https://www.swiggy.com/restaurants/roof-tap-2nd-stage-banashankari-bangalore-55533,Roof Tap,4.6,500 for two,"North Indian, Chinese"
397,https://www.swiggy.com/restaurants/china-flame-richmond-road-ashok-nagar-bangalore-161007,China Flame,4,275 for two,"Chinese, Thai"
398,https://www.swiggy.com/restaurants/mandarin-box-church-street-ashok-nagar-bangalore-119055,Mandarin Box,4,600 for two,Chinese
399,https://www.swiggy.com/restaurants/rolls-venue-lic-colony-jayanagar-bangalore-685134,Rolls Venue,4.3,120 for two,"Snacks, Chinese"
400,https://www.swiggy.com/restaurants/mitti-cafe-banashankari-bangalore-372806,MITTI Cafe,4.1,350 for two,"Continental, Indian"
401,https://www.swiggy.com/restaurants/sattuani-mg-road-ashok-nagar-bangalore-158019,Sattuani,4.3,200 for two,"North Indian, Chinese"
402,https://www.swiggy.com/restaurants/smoky-and-snacky-chamarajpet-basavangudi-bangalore-410891,Smoky and Snacky,4.3,180 for two,"Chinese, Indian"
403,https://www.swiggy.com/restaurants/himadri-ice-cream-k-g-circle-malleshwaram-bangalore-461164,Himadri Ice Cream,4.2,250 for two,"Ice Cream, Beverages"
404,https://www.swiggy.com/restaurants/shyvan-fast-food-lal-bagh-road-ashok-nagar-bangalore-165917,Shyvan Fast Food,4.4,200 for two,"North Indian, Chinese"
405,https://www.swiggy.com/restaurants/new-food-court-shamana-garden-koramangala-bangalore-738867,New Food Court,4.3,299 for two,"Indian, Chinese"
406,https://www.swiggy.com/restaurants/kholi-mane-2nd-block-basavanagudi-bangalore-24697,Kholi Mane,4.2,350 for two,"Biryani, South Indian"
407,https://www.swiggy.com/restaurants/gowdas-biryani-corner-nati-style-hosahalli-vijaynagar-bangalore-659362,Gowdas Biryani Corner Nati Style,4.5,400 for two,"Biryani, North Indian"
408,https://www.swiggy.com/restaurants/hyperscoop-natural-and-premium-ice-cream-rpc-layout-vijayanagar-bangalore-368240,Hyperscoop Natural and Premium Ice Cream,4.4,110 for two,"Ice Cream, Desserts"
409,https://www.swiggy.com/restaurants/vijaynagar-vaibhav-mc-layout-vijayanagar-bangalore-619033,Vijaynagar Vaibhav,4.1,250 for two,South Indian
410,https://www.swiggy.com/restaurants/appu-donne-biriyani-telecom-colony-vijayanagar-bangalore-541635,Appu Donne Biriyani,4.2,120 for two,"Biryani, Indian"
411,https://www.swiggy.com/restaurants/shyam-mishra-juice-center-6th-c-main-road-jayanagar-bangalore-663572,Shyam Mishra Juice Center,4.3,140 for two,Beverages
412,https://www.swiggy.com/restaurants/new-aaradhya-food-line-2nd-stage-banashankari-bangalore-460598,New Aaradhya Food Line,4.4,500 for two,"Indian, South Indian"
413,https://www.swiggy.com/restaurants/sri-udupi-vaibhava-27th-cross-rd-jayanagar-bangalore-691358,Sri Udupi Vaibhava,4.5,200 for two,"South Indian, Chinese"
414,https://www.swiggy.com/restaurants/the-kytchin-k-r-road-jayanagar-bangalore-716406,The Kytchin,4.6,400 for two,"Indian, Chinese"
415,https://www.swiggy.com/restaurants/suguna-kabab-corner-hosahalli-vijayanagar-bangalore-175399,Suguna Kabab Corner,4.3,200 for two,Indian
416,https://www.swiggy.com/restaurants/south-ruchis-square-race-course-road-bangalore-39400,South Ruchis Square,4.2,500 for two,"Biryani, Chinese"
417,https://www.swiggy.com/restaurants/harilal-paan-mavalli-city-market-bangalore-614844,Harilal Paan,4.7,100 for two,"Paan, Sweets"
418,https://www.swiggy.com/restaurants/shivanna-gulkan-store-vv-puram-basavanagudi-bangalore-247145,Shivanna Gulkan Store,4.2,300 for two,Indian
419,https://www.swiggy.com/restaurants/sri-ranganatha-military-hotel-chamrajpet-basavanagudi-bangalore-122282,Sri Ranganatha Military Hotel,4.3,240 for two,"South Indian, Biryani"
420,https://www.swiggy.com/restaurants/sri-ganesh-sweets-chamrajpet-basavanagudi-bangalore-404433,Sri Ganesh Sweets,4.5,200 for two,"Sweets, Beverages"
421,https://www.swiggy.com/restaurants/rathan-juice-center-bazaar-street-basavanagudi-bangalore-719910,Rathan Juice  Center,5,500 for two,Desserts
422,https://www.swiggy.com/restaurants/kabab-palace-6th-block-rajajinagar-bangalore-111229,Kabab Palace,4.3,400 for two,"Chinese, South Indian"
423,https://www.swiggy.com/restaurants/parijata-pure-veg-shoolay-circle-richmond-town-bangalore-303283,Parijata pure veg,4.3,200 for two,South Indian
424,https://www.swiggy.com/restaurants/mubarak-restaurant-agrahara-rajajinagar-bangalore-512282,Mubarak Restaurant,4.4,300 for two,"North Indian, Chinese"
425,https://www.swiggy.com/restaurants/sri-malai-mahadeshwara-bhel-corner-3rd-stage-banashankari-bangalore-395577,Sri malai mahadeshwara bhel corner,4.5,90 for two,Indian
426,https://www.swiggy.com/restaurants/shree-cool-point-rpc-layout-vijay-nagar-bangalore-112727,Shree Cool Point,4.3,100 for two,"Fast Food, Beverages"
427,https://www.swiggy.com/restaurants/doosri-biwi-4th-block-jayanagar-bangalore-516465,Doosri Biwi,4.2,400 for two,Snacks
428,https://www.swiggy.com/restaurants/gustoes-beer-and-bouffage-jayanagar-bangalore-23067,Gustoes Beer and Bouffage,4.2,850 for two,"North Indian, Chinese"
429,https://www.swiggy.com/restaurants/swathi-greenland-mc-layout-vijayanagar-bangalore-74628,Swathi Greenland,4.2,600 for two,"Biryani, Andhra"
430,https://www.swiggy.com/restaurants/foodx-restaurant-millers-road-vasanth-nagar-bangalore-422942,FoodX Restaurant,4,200 for two,"Indian, Chinese"
431,https://www.swiggy.com/restaurants/hotel-utsav-north-indian-food-joint-3rd-stage-banashankari-bangalore-5589,HOTEL UTSAV North Indian Food Joint,4.2,150 for two,North Indian
432,https://www.swiggy.com/restaurants/patio-805-jayanagar-bangalore-141185,Patio 805,4.1,300 for two,"Pan-Asian, North Indian"
433,https://www.swiggy.com/restaurants/express-chinese-sec-19-banashankari-bangalore-707523,Express chinese,4.1,250 for two,"Chinese, Pan-Asian"
434,https://www.swiggy.com/restaurants/mumbai-spice-vasantha-nagar-central-bangalore-bangalore-735422,Mumbai Spice,5,200 for two,North Indian
435,https://www.swiggy.com/restaurants/murlidhar-samosa-point-3rd-block-rajajinagar-bangalore-641825,Murlidhar Samosa Point,4.3,59 for two,"Snacks, Desserts"
436,https://www.swiggy.com/restaurants/italian-bakehouse-4th-t-block-jayanagar-bangalore-466600,Italian Bakehouse,4.4,1000 for two,"Bakery, Beverages"
437,https://www.swiggy.com/restaurants/tree-tops-bar-and-kitchen-lavelle-road-bangalore-337687,Tree Tops Bar &amp; Kitchen,4.9,400 for two,"Tandoor, Mughlai"
438,https://www.swiggy.com/restaurants/hotel-new-panchavati-mrcr-layout-vijayanagar-bangalore-32692,Hotel New Panchavati,4.2,400 for two,"Andhra, Biryani"
439,https://www.swiggy.com/restaurants/donne-biryani-corner-nati-style-sampangi-rama-nagar-brigade-road-bangalore-581958,Donne Biryani Corner Nati Style,4.4,299 for two,"Biryani, Indian"
440,https://www.swiggy.com/restaurants/tasty-paradise-tirur-park-road-malleshwaram-bangalore-47446,Tasty Paradise,4.1,250 for two,"Andhra, Chinese"
441,https://www.swiggy.com/restaurants/kamat-aahaar-malleshwaram-1st-cross-road-malleshwaram-bangalore-585673,Kamat Aahaar- Malleshwaram,4.2,250 for two,"South Indian, Snacks"
442,https://www.swiggy.com/restaurants/matsuri-the-chancery-hotel-the-chancery-hotel-lavelle-road-bangalore-554191,Matsuri - The Chancery Hotel,4.7,800 for two,"Japanese, Chinese"
443,https://www.swiggy.com/restaurants/dadi-di-rasoi-lakshmi-road-jayanagar-bangalore-231777,Dadi Di Rasoi,4.3,200 for two,North Indian
444,https://www.swiggy.com/restaurants/namma-s-l-n-2nd-block-jayanagar-bangalore-552167,Namma S.L.N,4.5,250 for two,"South Indian, Indian"
445,https://www.swiggy.com/restaurants/the-bangalore-tiffanys-keshava-nagar-vijay-nagar-bangalore-581061,The Bangalore Tiffanys,4.2,200 for two,South Indian
446,https://www.swiggy.com/restaurants/advis-food-srinagar-banashankari-bangalore-419178,Advis Food,4.1,200 for two,Indian
447,https://www.swiggy.com/restaurants/sri-maruthi-donne-biriyani-and-kabab-hanumanthanagar-banashankari-bangalore-603839,Sri Maruthi Donne Biriyani And Kabab,4.1,250 for two,Biryani
448,https://www.swiggy.com/restaurants/indian-drinks-by-living-food-7th-phase-brigade-road-bangalore-636231,Indian Drinks by Living Food,4.3,300 for two,Juices
449,https://www.swiggy.com/restaurants/dessert-rose-2nd-stage-banashankari-bangalore-151709,Dessert Rose,4.2,320 for two,"Desserts, Beverages"
450,https://www.swiggy.com/restaurants/south-tadka-thyagaraj-nagar-basavanagudi-bangalore-235650,South Tadka,4.3,200 for two,"Indian, South Indian"
451,https://www.swiggy.com/restaurants/lush-renaissance-bengaluru-race-course-hotel-by-marriott-race-course-road-bangalore-284374,Lush - Renaissance Bengaluru Race Course Hotel By Marriott.,4,800 for two,"Indian, Continental"
452,https://www.swiggy.com/restaurants/stories-of-kitchen-race-course-road-malleshwaram-bangalore-576163,Stories of Kitchen,4.5,700 for two,North Indian
453,https://www.swiggy.com/restaurants/atlas-world-cafe-race-course-road-malleshwaram-bangalore-269808,Atlas World Cafe,4.2,600 for two,"North Indian, South Indian"
454,https://www.swiggy.com/restaurants/the-icecream-zone-chamrajpet-basavanagudi-bangalore-489047,The IceCream Zone,4.8,250 for two,"Ice Cream, Desserts"
455,https://www.swiggy.com/restaurants/suprabhatha-coffee-kendra-nk-road-basavanagudi-bangalore-575483,Suprabhatha Coffee Kendra,4.3,100 for two,"South Indian, Snacks"
456,https://www.swiggy.com/restaurants/uttara-karnataka-jolad-rotti-matttu-chapati-angadi-agrahara-1st-main-road-basavanagudi-bangalore-384486,Uttara Karnataka Jolad Rotti Matttu Chapati Angadi,4.2,200 for two,South Indian
457,https://www.swiggy.com/restaurants/your-green-factory-near-royan-circle-chamrajpet-bangalore-530240,Your Green Factory,4.8,200 for two,"Desserts, Ice Cream"
458,https://www.swiggy.com/restaurants/5-c-restobar-rajajinagar-bangalore-573627,5 c Restobar,4.3,320 for two,"Chinese, North Indian"
459,https://www.swiggy.com/restaurants/indian-home-food-ihf-7th-block-jayanagar-bangalore-579593,Indian home food (IHF),4.3,500 for two,Biryani
460,https://www.swiggy.com/restaurants/udupi-vaibhava-hotel-basaveshwaranagar-rajajinagar-bangalore-502791,Udupi Vaibhava Hotel,4.2,250 for two,"South Indian, Chinese"
461,https://www.swiggy.com/restaurants/juice-and-sandwiches-hub-pattabhirama-nagar-jayanagar-bangalore-691742,Juice And Sandwiches Hub,4.4,198 for two,Juices
462,https://www.swiggy.com/restaurants/holy-doh-pizza-bsk-2nd-stage-basavanagudi-bangalore-593387,Holy Doh! Pizza,4.1,600 for two,"American, Italian"
463,https://www.swiggy.com/restaurants/shree-ambha-bhavani-pakka-home-made-rpc-layout-vijayanagar-bangalore-648927,Shree Ambha Bhavani Pakka Home Made,4.1,360 for two,Biryani
464,https://www.swiggy.com/restaurants/royal-ice-corner-bbmp-south-jayanagar-bangalore-718841,Royal Ice Corner,4.8,200 for two,"Desserts, Ice Cream"
465,https://www.swiggy.com/restaurants/chole-maharaj-prakash-nagar-rajajinagar-bangalore-724910,Chole Maharaj,4.8,299 for two,"Chinese, North Indian"
466,https://www.swiggy.com/restaurants/udupi-malini-grand-shivaji-nagar-central-bangalore-bangalore-739167,Udupi Malini Grand,4.5,299 for two,"Chinese, Beverages"
467,https://www.swiggy.com/restaurants/the-chinese-food-company-ashok-nagar-bangalore-65189,The Chinese Food Company,4.3,300 for two,"Chinese, Seafood"
468,https://www.swiggy.com/restaurants/kenzai-asian-kitchen-and-lounge-ashok-nagar-bangalore-589631,Kenzai-Asian Kitchen &amp; Lounge,4.2,1200 for two,"Japanese, Thai"
469,https://www.swiggy.com/restaurants/rasta-church-street-bangalore-131261,Rasta,4.2,400 for two,Indian
470,https://www.swiggy.com/restaurants/paddy-platter-rice-and-shine-residency-road-ashok-nagar-bangalore-645996,Paddy Platter: Rice and Shine,5,300 for two,"North Indian, Chinese"
471,https://www.swiggy.com/restaurants/the-biere-club-vittal-mallya-road-bangalore-283670,The Biere Club,4.6,1200 for two,"Continental, European"
472,https://www.swiggy.com/restaurants/rolls-21-r-p-c-layout-vijayanagar-bangalore-597894,Rolls 21,5,250 for two,Indian
473,https://www.swiggy.com/restaurants/puppys-gastronomy-infantry-road-vasanth-nagar-bangalore-377889,Puppy&#39;s Gastronomy,4.6,500 for two,"Continental, Italian"
474,https://www.swiggy.com/restaurants/the-green-path-sampige-road-malleshwaram-bangalore-142299,The Green Path,4.8,310 for two,Beverages
475,https://www.swiggy.com/restaurants/1992-chats-space-2nd-block-rajajinagar-bangalore-117913,1992 Chats Space,4.2,300 for two,"Juices, Beverages"
476,https://www.swiggy.com/restaurants/lit-gastro-pub-church-street-bangalore-430991,LIT Gastro Pub,4.4,300 for two,"Chinese, Indian"
477,https://www.swiggy.com/restaurants/dum-pukht-biryani-by-aromas-4th-block-jayanagar-bangalore-582919,Dum Pukht Biryani by Aromas,4.6,500 for two,Biryani
478,https://www.swiggy.com/restaurants/the-burrow-crescent-road-gandhi-nagar-bangalore-705107,The Burrow,4.2,300 for two,"Salads, Healthy Food"
479,https://www.swiggy.com/restaurants/dominos-pizza-hampinagar-vijay-nagar-bangalore-359416,Domino&#39;s Pizza,4.3,400 for two,"Pizzas, Italian"
480,https://www.swiggy.com/restaurants/szechuan-dragon-hanumanthanagar-bangalore-20637,Szechuan Dragon,4.1,500 for two,"Chinese, Thai"
481,https://www.swiggy.com/restaurants/firangi-falooda-jayanagar-basavanagudi-bangalore-719516,Firangi Falooda,4.6,250 for two,"Desserts, Beverages"
482,https://www.swiggy.com/restaurants/eat-and-repeat-nr-colony-basavanagudi-bangalore-143867,Eat &amp; Repeat,4.3,200 for two,South Indian
483,https://www.swiggy.com/restaurants/soul-rasa-akkithimanahalli-shanti-nagar-bangalore-614642,Soul Rasa,4.4,400 for two,"Indian, Healthy Food"
484,https://www.swiggy.com/restaurants/thalairaj-biryani-surya-gandhi-bazar-basavanagudi-bangalore-477128,Thalairaj Biryani,4.3,300 for two,"Andhra, Biryani"
485,https://www.swiggy.com/restaurants/sandwich-guru-bull-temple-rd-basavanagudi-bangalore-154343,Sandwich Guru,4.2,99 for two,"Snacks, Beverages"
486,https://www.swiggy.com/restaurants/utsav-restaurant-hanumantha-nagar-banashankari-bangalore-61282,Utsav Restaurant,4.2,250 for two,"Chinese, North Indian"
487,https://www.swiggy.com/restaurants/juice-junction-wilson-garden-bangalore-4848,Juice Junction,4.4,150 for two,"Beverages, Juices"
488,https://www.swiggy.com/restaurants/mccafe-by-mcdonalds-gandhi-bazaar-main-road-basavangudi-bangalore-457523,McCafe by McDonald&#39;s,4.2,250 for two,"Beverages, Desserts"
489,https://www.swiggy.com/restaurants/globo-ice-creams-of-the-world-lakshmi-road-shanti-nagar-bangalore-681363,GLOBO Ice Creams Of The World,4.2,150 for two,"Ice Cream, Desserts"
490,https://www.swiggy.com/restaurants/the-bakers-dozen-opp-nandini-booth-sriprasth-complex-residency-road-shanti-nagar-bangalore-704354,The Baker&#39;s Dozen,4.2,500 for two,"Bakery, Snacks"
491,https://www.swiggy.com/restaurants/zaza-mughal-biryani-lakshmi-nagar-road-shanti-nagar-bangalore-503003,ZAZA Mughal Biryani,4.3,250 for two,"Biryani, North Indian"
492,https://www.swiggy.com/restaurants/boom-sandwich-explosion-of-flavours-jai-bheema-nagar-seshadripuram-bangalore-692218,BOOM Sandwich - Explosion of Flavours,4.5,250 for two,"Snacks, Indian"
493,https://www.swiggy.com/restaurants/ammas-pastries-2nd-block-basavanagudi-bangalore-384142,Amma&#39;s Pastries,4.4,350 for two,Bakery
494,https://www.swiggy.com/restaurants/sri-krishna-sweets-basavangudi-basavanagudi-bangalore-66033,Sri Krishna Sweets,4.6,200 for two,Sweets
495,https://www.swiggy.com/restaurants/havmor-havfunn-ice-cream-vanivilas-road-basavanagudi-bangalore-66590,Havmor Havfunn Ice cream,4.3,400 for two,"Ice Cream, Ice Cream Cakes"
496,https://www.swiggy.com/restaurants/dairy-day-ice-creams-shantinagar-basavanagudi-bangalore-525612,Dairy Day Ice Creams,4.7,200 for two,"Ice Cream, Desserts"
497,https://www.swiggy.com/restaurants/chettys-corner-hanumanthnagar-basavanagudi-bangalore-618456,Chetty&#39;s corner,4.3,150 for two,"Fast Food, Snacks"
498,https://www.swiggy.com/restaurants/itminaan-matka-biryani-slow-cooked-lakshmi-road-shanti-nagar-bangalore-503000,Itminaan Matka Biryani - Slow Cooked,4,250 for two,"Biryani, North Indian"
499,https://www.swiggy.com/restaurants/bombay-kulfi-sudhamnagar-austin-town-bangalore-47507,Bombay Kulfi,4.3,100 for two,"Desserts, Ice Cream"
500,https://www.swiggy.com/restaurants/getaway-desserts-9th-main-prakash-nagar-bangalore-735624,GetAWay-Desserts,4.6,250 for two,"Ice Cream, Desserts"
